stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
18961,103,Bakýrköy - Ýncirli,Bakýrköy - Ýncirli,40.9966160825921,28.8753718648843,,,0,,,0
87263,253,Çarþý,Çarþý,41.0259432807945,29.0973186220892,,https://www.metro.istanbul/,0,,,1
18986,73,Baþakþehir - Metrokent,Baþakþehir - Metrokent,41.1075881721058,28.8014808964513,,,0,,,0
18975,196,Bostancý,Bostancý,40.9646730796373,29.105255233294,,,0,,,0
18972,186,Terazidere,Terazidere,41.0303208277531,28.8979599915658,,,0,,,0
19088,153,Mithatpaþa,Mithatpaþa,41.0033691509583,28.8998548025803,,,0,,,0
19233,238,Yenikapý,Yenikapý,41.0055856643852,28.9514201470928,,,0,,,0
19034,169,Moda Ýlkokulu,Moda Ýlkokulu,40.9843004549085,29.0268939725225,,,0,,,0
19035,166,Çarþý,Çarþý,40.9911244241955,29.0254669478045,,,0,,,0
18963,152,Bayrampaþa - Maltepe,Bayrampaþa - Maltepe,41.0340986755539,28.9202215300997,,,0,,,0
19007,39,Kadýköy,Kadýköy,40.9904890769335,29.0220851430549,,,0,,,0
19069,9,Kabataþ,Kabataþ,41.0344412428863,28.9926834498965,,,0,,,0
94902,10,Fýndýklý - Mimar Sinan Ü.,Fýndýklý - Mimar Sinan Ü.,41.0314568743665,28.9894457785001,,https://www.metro.istanbul/,0,,,0
18990,63,Olimpiyat,Olimpiyat,41.0796302943683,28.7672633963546,,,0,,,0
94900,213,Laleli - Ýstanbul Ü.,Laleli - Ýstanbul Ü.,41.0095957161657,28.9597863712818,,https://www.metro.istanbul/,0,,,0
18995,43,Ünalan,Ünalan,40.9981594534018,29.0599064006698,,,0,,,0
18960,150,Merter,Merter,41.0076214135945,28.89616225506,,,0,,,0
94898,212,Seyitnizam - Akþemsettin,Seyitnizam - Akþemsettin,41.0042113388634,28.9075322133652,,https://www.metro.istanbul/,0,,,0
94998,257,Çekmeköy,,41.014508129211,29.1896594652918,,http://www.metro.istanbul,0,,,1
94903,236,Kirazlý Baðcýlar,Kirazlý Baðcýlar,41.0324464811341,28.8424279385886,,https://www.metro.istanbul/,0,,,0
94904,233,Vezneciler - Ýstanbul Ü.,Vezneciler - Ýstanbul Ü.,41.0122648277611,28.9598347808513,,https://www.metro.istanbul/,0,,,0
53121,244,Pendik,Yakacýk,40.8885250272582,29.2389965921206,,,0,,,0
18998,204,Baþak Konutlarý,Baþak Konutlarý,41.0976688498783,28.7912865207185,,,0,,,0
87260,250,Kýsýklý,Kýsýklý,41.0221826659493,29.0620828308547,,https://www.metro.istanbul/,0,,,1
18997,44,Yenisahra,Yenisahra,40.9846745964878,29.0904623720437,,,0,,,0
19093,12,Karaköy,Karaköy,41.0221346688199,28.9746930341564,,,0,,,0
94911,42,Ayrýlýk Çeþmesi,,41.0001169500652,29.0303244436632,,https://www.metro.istanbul/,0,,,0
40120,239,Boðaziçi Üniversitesi,Boðaziçi Üniversitesi,41.0853512482004,29.0455710524811,,http://www.istanbul-ulasim.com.tr/,0,,,0
19059,23,Rami,Rami,41.0465729708225,28.9155789095557,,,0,,,0
94897,15,Merter Teks. Mrk.,Merter Teks. Mrk.,41.0114887473295,28.8807770682549,,https://www.metro.istanbul/,0,,,1
18985,235,Siteler,Siteler,41.0882009753161,28.7965144484037,,,0,,,0
19091,2,Topkapý,Topkapý,41.0192120150008,28.9194286289524,,,0,,,0
19054,20,Baðcýlar,Baðcýlar,41.0330916170385,28.8606790107887,,,0,,,0
