ilce,mahalle,nufus_yogunlugu,nufus,yuzolcumu,maliyet
UMRANIYE,YUKARIDUDULLU,11369.0,20295,1.8,372000
UMRANIYE,ESENSEHIR,11343.0,19317,1.7,372000
UMRANIYE,SERIFALI,6872.0,8460,1.2,372000
UMRANIYE,ESENKENT,5182.0,19953,3.9,372000
UMRANIYE,HEKIMBASI,5154.0,8495,1.6,372000
UMRANIYE,SARAY,1287.0,2307,1.8,372000
UMRANIYE,FATIH SULTAN MEHMET,955.0,3976,4.2,372000
USKUDAR,VALIDE-I ATIK,50726.0,21519,0.42,393000
USKUDAR,CUMHURIYET,42304.0,36237,0.86,393000
USKUDAR,AHMEDIYE,42288.0,9520,0.23,393000
USKUDAR,MURAT REIS,37790.0,14161,0.37,393000
USKUDAR,BULGURLU,34506.0,30753,0.89,393000
USKUDAR,ICADIYE,34171.0,17160,0.5,393000
USKUDAR,ZEYNEP KAMIL,33815.0,12559,0.37,393000
USKUDAR,SELAMI ALI,29625.0,13245,0.45,393000
USKUDAR,AZIZ MAHMUD HUDAYI,26039.0,8880,0.34,393000
USKUDAR,MIMAR SINAN,23838.0,12077,0.51,393000
USKUDAR,UNALAN,22820.0,34162,1.5,393000
USKUDAR,SULTANTEPE,22111.0,11452,0.52,393000
USKUDAR,SALACAK,21941.0,9545,0.44,393000
USKUDAR,KUPLUCE,20476.0,17542,0.86,393000
USKUDAR,YAVUZTURK,20109.0,34355,1.7,393000
USKUDAR,MEHMET AKIF ERSOY,19536.0,20960,1.1,393000
USKUDAR,FERAH,19177.0,20482,1.1,393000
USKUDAR,KIRAZLITEPE,19050.0,13296,0.7,393000
USKUDAR,ACIBADEM,15154.0,24747,1.6,393000
USKUDAR,GUZELTEPE,13231.0,13438,1.0,393000
USKUDAR,BAHCELIEVLER,13231.0,21240,1.6,393000
USKUDAR,KISIKLI,12975.0,19659,1.5,393000
USKUDAR,BARBAROS,12557.0,18139,1.4,393000
USKUDAR,KUCUKSU,12166.0,19655,1.6,393000
USKUDAR,BURHANIYE,11036.0,16929,1.5,393000
USKUDAR,CENGELKOY,8608.0,14298,1.7,393000
USKUDAR,ALTUNIZADE,7833.0,13886,1.8,393000
USKUDAR,SELIMIYE,5084.0,8658,1.7,393000
USKUDAR,BEYLERBEYI,5010.0,5749,1.1,393000
USKUDAR,KUCUK CAMLICA,4482.0,10917,2.4,393000
USKUDAR,KULELI,3126.0,2280,0.73,393000
USKUDAR,KUZGUNCUK,2899.0,4358,1.5,393000
USKUDAR,KANDILLI,1399.0,1712,1.2,393000
ZEYTINBURNU,YESILTEPE,96576.0,21679,0.22,360000
ZEYTINBURNU,NURIPASA,79421.0,27283,0.34,360000
ZEYTINBURNU,CIRPICI,75658.0,29022,0.38,360000
ZEYTINBURNU,YENIDOGAN,69744.0,10884,0.16,360000
ZEYTINBURNU,GOKALP,69558.0,19959,0.29,360000
ZEYTINBURNU,VELIEFENDI,69001.0,27737,0.4,360000
ZEYTINBURNU,TELSIZ,62252.0,37515,0.6,360000
ZEYTINBURNU,SUMER,55980.0,36848,0.66,360000
ZEYTINBURNU,BESTELSIZ,41357.0,23926,0.58,360000
ZEYTINBURNU,SEYITNIZAM,19385.0,24113,1.2,360000
ZEYTINBURNU,MERKEZEFENDI,17433.0,23742,1.4,360000
ZEYTINBURNU,KAZLICESME,973.0,2078,2.1,360000
ZEYTINBURNU,MALTEPE,807.0,2592,3.2,360000
