Date,Omerli,Darlik,Elmali,Terkos,Alibey,Buyukcekmece,Sazlidere,Kazandere,Pabucdere,Istrancalar
03-05-2019,88.68,100.0,100.0,100.0,98.68,98.66,68.23,100.0,96.96,98.57
03-06-2019,88.77,100.0,100.0,100.0,98.57,98.47,68.42,100.0,96.39,97.24
03-07-2019,88.77,100.0,100.0,100.0,98.68,99.04,68.6,100.0,96.76,96.13
03-08-2019,88.86,99.99,93.38,100.0,98.36,99.04,68.87,100.0,97.26,94.65
03-09-2019,88.86,99.98,93.38,100.0,98.25,99.04,69.06,100.0,97.36,93.0
03-10-2019,88.95,99.98,93.63,100.0,98.79,99.04,69.16,100.0,97.26,89.9
03-11-2019,89.04,99.81,93.63,100.0,98.79,99.04,69.36,100.0,97.06,86.67
03-12-2019,89.22,99.65,93.54,100.0,98.68,99.04,69.26,100.0,97.06,84.1
13-03-2019,89.59,100.0,93.96,100.0,100.0,99.04,70.79,100.0,100.0,89.19
14-03-2019,89.74,99.99,99.06,100.0,99.78,98.66,72.05,100.0,98.09,98.04
15-03-2019,89.88,99.99,99.79,100.0,99.56,99.04,72.44,100.0,95.41,97.11
16-03-2019,90.11,99.99,99.69,100.0,99.23,99.04,72.68,100.0,94.99,95.09
17-03-2019,90.35,99.98,100.0,100.0,99.01,99.04,72.93,100.0,95.16,93.23
18-03-2019,90.35,99.97,99.69,100.0,100.0,99.04,73.1,100.0,95.24,90.55
19-03-2019,90.44,99.81,99.58,100.0,100.0,99.04,73.26,100.0,95.33,88.16
20-03-2019,90.52,99.7,99.69,100.0,100.0,99.04,73.26,100.0,95.41,85.93
21-03-2019,90.6,99.54,99.48,100.0,100.0,99.04,73.35,100.0,95.66,84.02
22-03-2019,90.68,99.33,99.27,100.0,99.89,99.04,73.43,100.0,95.83,82.45
23-03-2019,90.76,99.23,98.96,100.0,99.89,99.04,73.61,100.0,96.11,78.4
24-03-2019,90.92,98.96,98.96,100.0,99.89,99.04,73.52,100.0,96.3,76.15
25-03-2019,90.92,98.64,98.75,100.0,99.56,99.04,73.7,100.0,96.48,73.94
26-03-2019,91.09,98.48,98.44,100.0,99.34,99.04,73.7,100.0,97.26,75.07
27-03-2019,91.01,98.32,98.85,100.0,99.12,99.04,73.88,100.0,97.56,75.6
28-03-2019,90.84,98.0,98.54,100.0,98.9,99.04,73.88,100.0,97.66,76.82
29-03-2019,90.92,97.79,98.44,100.0,98.68,99.04,73.88,100.0,97.76,78.69
30-03-2019,90.76,97.47,97.71,99.61,98.46,99.04,73.79,100.0,97.98,80.42
31-03-2019,90.76,97.26,97.4,99.22,98.25,98.85,73.79,100.0,98.09,81.92
04-01-2019,90.6,96.94,97.6,99.22,98.25,98.85,73.79,100.0,97.87,83.58
04-02-2019,90.52,96.72,97.29,99.22,97.81,98.85,73.79,100.0,97.87,84.74
04-03-2019,90.44,96.41,97.4,98.83,97.59,98.66,74.06,100.0,98.09,85.41
04-04-2019,90.35,96.3,96.56,98.63,97.16,98.47,73.88,100.0,98.19,86.03
04-05-2019,90.19,96.09,96.15,98.44,97.05,98.08,74.06,100.0,98.3,87.12
04-06-2019,90.11,95.82,96.04,98.24,96.94,98.28,73.88,100.0,98.41,87.8
04-07-2019,89.96,95.55,96.46,98.04,96.83,97.89,73.88,100.0,98.41,88.93
04-08-2019,90.03,95.34,96.35,97.66,96.5,97.89,74.34,100.0,98.52,89.9
04-09-2019,90.03,95.13,96.35,97.46,96.07,97.89,74.16,100.0,98.52,90.65
04-10-2019,90.03,94.76,96.35,97.27,95.74,97.7,74.34,100.0,98.63,92.43
04-11-2019,90.27,94.65,96.04,97.27,95.53,97.51,74.16,100.0,98.73,93.35
04-12-2019,90.19,94.65,95.83,97.07,95.31,97.51,74.25,100.0,98.84,94.23
13-04-2019,90.19,94.49,95.63,97.07,95.31,97.51,74.16,100.0,98.84,94.86
14-04-2019,90.44,94.12,95.94,97.27,95.31,97.7,74.16,100.0,99.07,96.5
15-04-2019,90.44,94.06,97.08,97.46,95.31,97.89,74.34,100.0,99.31,97.24
16-04-2019,90.44,93.64,96.46,97.66,95.31,97.89,74.06,100.0,99.77,99.99
17-04-2019,90.35,93.48,96.15,97.46,95.1,97.7,74.16,100.0,100.0,99.99
18-04-2019,90.44,93.27,96.46,97.27,94.88,97.7,73.97,100.0,100.0,99.99
19-04-2019,90.52,93.11,96.15,97.07,94.99,97.51,74.16,100.0,100.0,99.99
20-04-2019,90.52,92.84,96.04,96.88,94.88,97.32,74.16,100.0,99.77,99.99
21-04-2019,90.6,92.57,95.94,96.68,94.88,97.32,73.97,100.0,99.54,99.99
22-04-2019,90.52,92.23,95.94,96.3,94.67,97.13,73.88,100.0,98.41,99.99
23-04-2019,90.52,91.85,95.63,96.1,94.56,96.94,73.88,100.0,98.41,99.99
24-04-2019,90.52,91.65,95.63,95.91,94.02,96.94,74.16,100.0,97.98,99.14
25-04-2019,90.52,91.46,95.73,95.72,93.59,96.55,73.97,100.0,97.56,99.0
26-04-2019,90.44,91.19,94.9,95.72,92.84,96.36,73.97,100.0,97.46,98.95
27-04-2019,90.44,90.82,95.31,95.72,92.63,96.17,73.97,100.0,97.36,97.34
28-04-2019,90.52,90.55,95.21,95.72,92.41,95.98,74.06,100.0,97.26,96.03
29-04-2019,90.35,90.18,95.31,95.52,92.41,95.98,73.79,99.88,97.06,95.09
30-04-2019,90.35,90.07,94.9,95.52,92.41,95.4,73.88,99.76,96.57,93.19
05-01-2019,90.19,89.65,94.46,95.52,92.2,95.4,73.88,99.51,96.11,92.21
05-02-2019,90.19,89.38,94.46,95.33,91.14,95.4,73.88,99.39,96.11,90.99
05-03-2019,90.11,89.12,94.46,95.14,91.03,95.21,73.52,99.27,95.66,89.69
05-04-2019,89.96,88.85,94.46,94.94,90.93,95.02,73.43,99.15,95.41,88.69
05-05-2019,89.96,88.48,94.46,94.94,90.82,94.83,73.35,99.02,94.99,86.92
05-06-2019,89.81,88.16,93.88,94.94,89.97,94.45,73.43,98.78,94.42,85.79
05-07-2019,89.59,87.89,93.96,94.75,89.87,94.25,73.18,98.55,93.43,83.93
05-08-2019,89.52,88.05,94.29,95.14,89.55,94.45,73.01,98.55,93.85,81.91
05-09-2019,89.45,88.26,94.46,94.94,89.45,94.45,72.84,98.44,93.53,80.74
05-10-2019,89.3,88.37,93.96,95.14,89.13,94.25,72.84,98.32,92.79,78.04
05-11-2019,89.13,88.32,93.88,95.14,88.92,94.25,72.68,98.32,92.39,76.33
05-12-2019,89.13,88.21,94.13,95.33,88.71,94.07,72.68,98.21,92.79,78.4
13-05-2019,88.95,88.21,93.63,95.52,88.5,93.88,72.59,97.98,92.39,75.94
14-05-2019,88.86,88.0,93.38,95.33,88.61,93.88,72.44,97.87,91.8,74.23
15-05-2019,88.68,87.79,93.38,95.14,88.4,93.69,72.36,97.75,90.99,72.8
16-05-2019,88.59,87.68,93.71,95.14,87.98,93.31,72.36,97.32,90.31,71.69
17-05-2019,88.33,87.57,93.21,95.14,87.35,93.13,72.21,97.0,90.06,70.48
18-05-2019,88.33,87.25,93.46,95.14,87.15,92.75,71.97,96.79,89.39,68.82
19-05-2019,88.41,86.93,93.29,94.94,86.83,92.94,71.97,96.58,89.06,67.26
20-05-2019,88.25,86.67,92.96,94.94,86.73,92.56,72.05,96.39,88.53,65.21
21-05-2019,88.09,86.35,92.79,94.75,86.52,92.37,71.82,96.29,88.22,63.5
22-05-2019,88.01,85.92,92.88,94.56,86.11,92.19,71.82,96.09,87.9,61.52
23-05-2019,87.93,85.5,92.71,94.36,85.59,92.0,71.6,95.8,87.23,59.33
24-05-2019,88.09,85.87,92.71,94.56,85.38,92.0,71.46,95.42,86.58,56.95
25-05-2019,88.41,86.3,96.56,94.36,86.0,91.44,71.46,95.07,86.4,56.13
26-05-2019,88.5,85.92,96.98,94.36,85.8,91.44,71.18,94.71,86.31,53.83
27-05-2019,88.41,85.6,97.19,94.36,84.76,90.68,71.11,94.25,86.04,51.66
28-05-2019,88.33,85.28,97.19,94.17,84.66,91.06,70.68,93.56,85.23,49.83
29-05-2019,88.33,84.91,96.98,93.98,83.94,90.87,70.79,93.02,84.13,48.46
30-05-2019,88.33,84.54,96.88,93.79,83.53,90.5,70.58,92.48,83.11,47.56
31-05-2019,88.33,84.17,95.94,93.79,83.12,90.5,70.37,91.98,83.11,45.94
06-01-2019,88.09,83.85,95.94,93.4,83.02,89.93,69.85,91.48,82.35,44.54
06-02-2019,88.09,83.48,95.94,93.21,82.92,89.56,69.65,91.02,81.55,43.02
06-03-2019,88.09,83.0,95.31,93.21,82.72,89.37,69.45,90.56,80.8,42.5
06-04-2019,87.93,82.62,94.9,93.02,82.61,89.18,69.45,90.56,80.05,41.48
06-05-2019,87.93,82.2,94.63,92.83,82.51,88.81,68.97,89.72,79.21,40.25
06-06-2019,87.85,81.93,94.29,92.63,82.41,88.43,68.87,89.16,78.6,39.26
06-07-2019,87.85,81.51,93.71,92.63,81.6,88.24,69.16,88.61,78.03,38.45
06-08-2019,87.77,81.13,93.63,92.44,81.29,88.05,68.97,87.99,77.39,37.66
06-09-2019,87.69,80.81,93.29,92.25,81.09,87.68,68.97,87.49,76.78,36.76
06-10-2019,87.53,80.39,92.88,92.06,80.08,87.3,69.16,87.1,75.82,36.47
06-11-2019,87.37,79.96,92.79,91.87,79.88,86.93,69.16,86.82,74.77,36.26
06-12-2019,87.21,79.64,92.29,91.68,79.68,86.74,69.06,86.54,73.79,35.95
13-06-2019,86.97,79.33,91.96,91.49,79.58,86.55,68.42,86.18,71.57,35.15
14-06-2019,86.81,79.01,91.63,91.49,79.28,86.36,68.6,85.83,72.37,34.86
15-06-2019,86.65,78.58,91.46,91.49,79.08,86.17,68.78,85.42,71.64,34.53
16-06-2019,86.57,78.26,91.04,91.68,78.98,85.8,68.87,85.74,71.05,46.85
17-06-2019,86.49,77.94,90.71,91.49,78.78,85.61,69.06,85.34,70.13,46.91
18-06-2019,86.17,77.46,90.46,91.3,78.58,85.24,69.26,85.34,69.45,46.47
19-06-2019,85.78,77.25,89.88,90.92,78.39,84.67,69.16,85.18,68.72,46.15
20-06-2019,85.46,76.93,90.29,91.3,77.99,84.11,69.16,85.01,67.87,52.11
21-06-2019,85.06,76.61,89.63,91.3,77.59,84.11,69.26,84.93,67.31,52.86
22-06-2019,84.75,76.45,89.63,91.11,77.49,83.73,69.16,84.72,66.78,52.63
23-06-2019,84.35,76.03,89.21,90.92,77.29,83.54,69.36,84.19,65.97,51.6
24-06-2019,84.04,75.71,88.88,90.53,76.9,83.17,69.26,83.68,64.82,50.75
25-06-2019,83.65,75.49,88.71,90.34,76.5,82.79,69.36,82.62,64.12,50.05
26-06-2019,83.33,75.23,88.29,90.15,76.11,82.42,69.26,81.98,63.54,49.24
27-06-2019,82.79,74.96,87.96,89.77,75.91,82.04,69.06,81.55,62.84,48.33
28-06-2019,82.39,73.9,87.38,89.58,74.83,81.67,69.26,80.98,62.16,47.12
29-06-2019,81.93,73.63,86.96,89.21,74.05,81.29,69.16,80.51,61.38,46.2
30-06-2019,81.38,73.1,86.24,89.02,73.08,80.54,69.16,80.07,60.8,45.04
07-01-2019,81.07,72.62,85.95,88.64,72.89,80.16,68.97,79.49,60.18,44.48
07-02-2019,80.38,72.25,85.8,88.26,72.31,79.79,68.87,78.86,59.55,43.59
07-03-2019,79.76,71.93,85.44,88.07,71.83,79.41,68.6,78.77,58.97,42.0
07-04-2019,79.22,71.5,85.15,87.69,71.64,79.22,68.32,78.68,58.19,37.87
07-05-2019,78.61,71.24,84.93,87.32,70.59,78.66,68.14,78.5,57.76,37.97
07-06-2019,78.37,70.92,84.42,87.13,70.4,78.28,67.89,78.33,57.07,35.09
07-07-2019,77.99,70.71,84.05,86.94,70.59,78.28,67.72,78.17,56.55,32.55
07-08-2019,77.69,70.49,83.47,86.19,70.01,77.72,67.55,78.0,55.95,30.78
07-09-2019,77.61,70.17,83.4,86.19,69.07,77.16,67.29,77.84,55.78,28.04
07-10-2019,77.23,69.85,83.03,86.0,68.69,76.97,67.06,77.52,55.31,24.12
07-11-2019,77.0,69.32,82.38,86.19,68.41,76.59,66.9,77.29,54.86,18.3
07-12-2019,76.85,69.27,82.52,86.0,68.31,76.59,66.67,77.05,54.86,17.62
13-07-2019,76.7,68.95,82.45,85.82,68.22,76.41,66.51,76.76,54.29,17.68
14-07-2019,76.62,68.68,82.16,85.63,68.13,76.03,66.41,76.55,53.43,18.31
15-07-2019,76.62,68.42,81.94,85.82,68.03,75.65,66.67,76.34,53.01,19.27
16-07-2019,76.7,68.15,81.86,85.82,67.94,75.47,66.67,75.72,52.77,19.67
17-07-2019,76.55,67.89,81.86,85.63,67.38,74.92,66.01,74.97,52.18,19.5
18-07-2019,76.32,67.73,81.86,85.44,67.19,74.73,64.67,74.34,51.59,19.71
19-07-2019,75.71,67.67,82.08,85.25,66.72,74.18,63.54,73.68,51.24,19.98
20-07-2019,74.96,67.57,82.45,84.69,66.54,74.0,62.31,73.13,51.04,20.24
21-07-2019,74.28,67.41,82.45,84.51,66.35,73.63,60.91,72.53,50.7,20.55
22-07-2019,73.68,67.35,82.16,84.13,65.7,73.45,59.85,71.93,50.08,20.86
23-07-2019,72.86,67.09,81.86,83.95,65.24,72.9,58.96,71.21,49.39,21.1
24-07-2019,72.41,66.98,81.57,84.51,65.15,72.35,58.58,70.52,48.68,21.64
25-07-2019,72.34,67.51,81.94,84.51,64.87,72.16,58.51,70.33,47.92,23.77
26-07-2019,71.97,67.25,81.72,84.32,64.69,71.8,58.58,69.95,47.92,25.55
27-07-2019,71.52,66.93,81.5,84.13,64.59,71.25,58.36,69.32,46.97,26.81
28-07-2019,70.86,66.71,81.14,83.76,64.23,71.06,58.22,68.81,46.46,27.6
29-07-2019,70.49,66.34,80.84,83.58,63.31,70.7,58.08,68.31,45.84,28.07
30-07-2019,70.12,66.08,80.48,83.2,62.67,70.51,57.94,67.86,45.14,28.91
31-07-2019,69.97,65.81,79.97,83.02,62.49,69.96,57.75,67.35,44.61,29.74
08-01-2019,69.53,65.54,79.82,82.65,62.04,69.78,57.56,66.76,44.12,29.84
08-02-2019,69.31,65.33,79.46,82.28,61.68,69.23,56.81,66.1,43.6,29.08
08-03-2019,69.02,64.91,78.85,82.09,61.14,69.04,56.99,65.63,42.91,28.6
08-04-2019,68.87,64.64,78.73,81.72,60.78,68.68,56.64,64.95,42.09,27.3
08-05-2019,68.51,64.27,78.1,81.35,60.51,68.13,56.03,64.38,41.76,25.61
08-06-2019,68.22,63.84,77.73,80.98,60.06,67.76,56.03,63.76,41.09,26.61
08-07-2019,67.85,63.58,77.48,80.62,59.53,67.03,55.78,63.25,40.64,27.39
08-08-2019,67.71,63.15,77.35,80.07,59.08,66.84,55.7,63.25,40.47,27.84
08-09-2019,67.42,62.89,76.98,79.51,58.73,66.11,55.29,62.49,39.96,28.31
08-10-2019,67.13,62.67,76.67,78.97,58.73,65.93,55.14,61.95,39.3,28.87
08-11-2019,66.77,62.48,76.17,78.6,58.38,65.74,54.91,61.42,38.67,29.26
08-12-2019,66.4,62.15,75.73,78.24,58.11,65.38,54.61,60.92,37.97,29.63
13-08-2019,66.12,61.97,75.6,77.87,57.41,65.01,54.46,58.97,37.43,30.14
14-08-2019,65.9,62.15,75.29,77.32,56.97,64.82,54.05,59.99,36.66,30.56
15-08-2019,65.54,61.53,74.92,76.96,56.79,64.82,54.05,59.14,35.75,30.95
16-08-2019,65.18,61.27,74.48,77.14,56.18,64.09,53.75,58.97,35.34,31.37
17-08-2019,64.9,61.27,74.04,76.78,55.75,63.72,54.05,58.36,33.97,31.97
18-08-2019,65.18,61.24,81.94,76.6,55.75,63.72,53.91,57.88,34.44,32.35
19-08-2019,64.9,61.2,81.65,76.24,55.75,63.36,53.75,57.4,33.97,33.11
20-08-2019,64.75,61.01,81.57,75.87,55.75,62.99,53.66,56.95,33.4,33.73
21-08-2019,64.47,60.98,81.35,75.51,55.58,62.62,53.11,56.45,32.84,35.34
22-08-2019,64.54,61.13,83.4,75.15,55.14,62.26,52.93,55.97,32.37,36.27
23-08-2019,64.25,60.98,82.89,74.79,54.63,62.44,52.67,55.53,31.76,37.31
24-08-2019,64.04,60.68,82.96,74.61,54.28,62.26,52.41,54.97,31.16,38.22
25-08-2019,63.61,60.57,82.74,74.43,54.03,61.52,52.24,54.3,30.61,38.88
26-08-2019,63.12,60.46,82.38,74.07,53.51,61.34,52.33,53.73,30.15,39.45
27-08-2019,62.83,60.5,82.23,73.71,53.0,60.79,52.16,53.14,29.56,40.05
28-08-2019,62.27,60.35,81.79,73.35,52.75,60.6,51.76,52.64,29.01,40.68
29-08-2019,62.13,60.1,81.65,73.17,52.32,60.05,51.84,52.11,28.39,41.34
30-08-2019,61.71,59.99,81.28,72.82,51.9,59.69,51.6,51.21,27.89,41.98
31-08-2019,61.43,59.88,80.77,72.46,51.65,59.14,51.13,49.53,27.27,42.51
09-01-2019,61.07,59.66,80.41,72.28,51.4,58.77,50.84,48.09,26.59,43.05
09-02-2019,60.72,59.43,80.19,72.1,50.73,58.4,50.84,46.49,26.13,43.64
09-03-2019,60.38,59.36,80.04,71.74,50.39,58.04,50.35,44.99,25.65,44.04
09-04-2019,60.1,59.29,79.6,71.39,49.89,57.67,50.41,43.6,25.01,44.55
09-05-2019,59.61,59.21,79.39,71.03,49.56,57.3,49.88,42.06,24.56,44.59
09-06-2019,59.16,59.03,79.1,70.86,49.15,56.94,50.01,40.73,24.08,44.76
09-07-2019,58.87,58.85,78.6,70.68,48.82,56.58,49.7,39.33,23.65,44.8
09-08-2019,58.32,58.41,78.54,70.32,48.33,56.23,49.61,38.03,23.08,44.69
09-09-2019,57.81,58.26,78.17,70.15,48.0,55.87,49.26,36.8,22.55,44.56
09-10-2019,57.33,57.97,77.98,69.79,47.51,55.7,48.83,35.4,21.98,44.2
09-11-2019,56.92,57.67,77.67,69.62,47.18,54.99,48.83,34.77,21.63,44.19
09-12-2019,56.51,57.52,77.42,69.26,46.7,54.63,48.5,34.19,21.11,43.71
13-09-2019,56.17,57.41,77.17,68.91,46.21,54.28,48.25,33.63,20.57,43.25
14-09-2019,55.76,57.08,76.98,68.56,45.81,54.1,47.79,33.23,20.12,43.13
15-09-2019,55.36,56.94,76.48,68.21,45.41,53.57,47.63,32.8,19.66,42.76
16-09-2019,54.95,56.68,76.1,68.03,44.93,53.21,47.56,32.29,18.9,42.62
17-09-2019,54.55,56.38,75.92,67.86,44.77,53.03,47.4,31.83,18.21,40.56
18-09-2019,54.08,56.09,75.48,67.68,44.29,52.68,47.33,31.41,17.55,38.3
19-09-2019,53.61,55.83,75.35,67.33,44.21,52.32,47.05,30.85,17.17,36.46
20-09-2019,53.2,55.87,75.23,67.33,44.21,52.32,46.63,30.24,16.58,34.98
21-09-2019,53.14,56.05,75.85,67.15,44.21,51.79,46.37,29.67,16.33,33.65
22-09-2019,52.94,55.83,75.48,66.98,44.21,51.61,46.37,29.24,15.76,32.18
23-09-2019,52.47,55.43,75.17,66.8,44.21,51.26,46.37,28.22,14.95,30.26
24-09-2019,52.14,55.28,75.04,66.63,44.21,50.9,46.18,27.3,14.27,28.97
25-09-2019,51.74,55.17,75.1,66.63,43.42,50.9,46.05,26.21,13.65,30.02
26-09-2019,51.21,54.99,74.79,66.45,41.86,50.9,45.62,25.15,13.23,31.5
27-09-2019,51.08,54.95,74.73,65.93,41.7,49.66,45.36,24.64,12.63,32.73
28-09-2019,50.16,54.58,74.35,65.24,41.16,50.01,45.53,23.06,12.37,32.87
29-09-2019,49.44,54.25,74.17,65.93,41.08,49.66,45.36,22.04,11.68,33.44
30-09-2019,49.05,54.04,73.79,65.58,40.32,49.48,44.87,21.6,11.38,33.45
10-01-2019,48.66,53.84,73.54,65.24,39.94,49.12,44.95,20.81,10.76,34.48
10-02-2019,48.4,53.77,73.42,65.06,39.41,48.95,44.87,20.01,10.18,34.92
10-03-2019,48.08,53.42,73.23,64.89,39.04,48.59,44.63,19.19,9.56,35.4
10-04-2019,47.69,53.19,73.04,64.72,38.96,48.06,44.71,18.5,9.02,35.9
10-05-2019,47.49,52.97,73.04,64.89,38.89,47.88,44.32,17.86,8.43,36.69
10-06-2019,46.98,52.75,72.73,65.06,38.89,48.24,44.02,17.11,8.17,37.64
10-07-2019,46.79,52.56,72.73,64.89,39.04,47.88,44.02,16.62,7.73,39.87
10-08-2019,46.66,52.45,72.73,64.72,38.74,47.7,43.65,16.05,7.34,40.55
10-09-2019,46.72,52.42,72.98,64.72,39.34,47.7,43.95,15.86,7.01,40.19
10-10-2019,46.53,52.23,72.48,64.54,39.26,47.53,43.73,15.52,6.51,39.8
10-11-2019,46.4,52.09,72.29,64.37,38.96,47.17,43.65,15.36,5.73,38.96
10-12-2019,46.28,51.9,72.23,64.2,38.51,46.99,43.52,15.21,5.13,37.2
13-10-2019,45.96,51.68,72.1,64.2,38.36,46.99,43.31,15.06,4.07,34.44
14-10-2019,45.89,51.46,71.73,63.85,38.07,46.64,43.31,14.72,3.32,29.64
15-10-2019,45.51,51.28,71.54,63.68,37.99,46.28,43.11,13.81,3.0,25.74
16-10-2019,45.19,50.98,71.48,63.5,37.7,45.93,42.97,12.89,2.67,25.28
17-10-2019,45.0,50.76,71.29,63.33,37.47,45.93,42.97,12.0,2.36,24.6
18-10-2019,44.68,50.58,71.1,63.16,37.11,45.39,42.59,10.71,2.33,24.85
19-10-2019,44.37,50.32,70.6,62.99,36.81,45.39,42.66,9.65,2.43,25.15
20-10-2019,44.05,50.14,70.48,62.64,36.45,45.04,42.53,8.74,2.6,25.49
21-10-2019,43.61,49.92,70.29,62.47,36.16,44.51,42.53,7.88,2.81,25.88
22-10-2019,43.3,49.66,70.1,62.13,35.8,44.51,42.18,7.12,2.81,26.08
23-10-2019,42.92,49.44,69.85,61.79,35.58,44.15,42.1,6.23,2.92,26.3
24-10-2019,42.36,49.18,69.48,61.44,35.22,43.97,41.93,5.48,2.92,26.7
25-10-2019,42.05,48.96,69.35,61.1,35.01,43.8,41.6,5.0,2.96,27.01
26-10-2019,41.74,48.74,69.1,60.76,34.87,43.44,41.52,4.89,3.11,27.54
27-10-2019,41.37,48.48,68.92,60.42,34.58,43.26,41.14,4.78,2.96,27.97
28-10-2019,40.87,48.26,68.6,59.91,34.3,42.91,40.9,4.68,2.85,28.33
29-10-2019,40.44,48.01,68.35,59.57,34.09,42.73,40.83,4.58,2.85,28.7
30-10-2019,40.07,47.75,68.1,59.4,33.67,42.55,40.61,4.46,2.85,28.92
31-10-2019,39.58,47.57,68.04,59.06,33.53,42.37,40.46,4.33,3.03,29.3
11-01-2019,39.46,47.49,68.48,59.23,33.53,42.37,40.25,5.31,3.25,42.94
11-02-2019,39.4,47.53,68.6,59.74,35.01,42.2,40.32,5.48,3.48,52.64
11-03-2019,39.1,47.57,68.23,59.74,35.01,42.02,40.25,5.48,3.28,65.86
11-04-2019,38.79,47.57,68.17,59.4,34.87,41.66,40.11,5.43,3.51,61.06
11-05-2019,38.31,47.6,68.04,59.23,34.65,41.49,39.9,5.31,3.55,56.22
11-06-2019,38.0,47.57,67.79,59.06,34.37,41.31,39.9,5.18,2.53,52.0
11-07-2019,37.52,47.46,67.1,58.89,34.3,41.31,39.77,5.16,2.3,49.81
11-08-2019,37.16,47.2,66.73,58.72,33.95,41.13,39.57,5.07,2.1,46.01
11-09-2019,36.8,46.87,66.35,58.55,33.67,40.95,39.44,4.98,2.01,41.99
11-10-2019,36.44,46.54,66.17,58.38,33.46,40.6,39.38,4.76,2.1,39.46
11-11-2019,36.08,46.28,66.17,58.04,33.18,40.42,39.2,4.7,2.3,37.5
11-12-2019,35.61,46.02,65.85,57.88,32.9,40.24,38.89,4.58,2.39,34.0
13-11-2019,35.31,45.66,65.54,57.71,32.35,40.07,38.77,4.33,2.36,32.06
14-11-2019,35.01,45.32,65.42,57.37,32.49,39.71,38.77,4.09,2.36,30.6
15-11-2019,34.54,45.03,65.1,57.2,32.55,39.53,38.61,4.0,2.56,28.63
16-11-2019,34.25,44.74,64.67,56.7,32.49,39.35,37.98,3.91,2.92,26.25
17-11-2019,33.72,44.44,64.67,56.36,32.49,39.19,37.98,3.78,3.03,24.39
18-11-2019,33.31,44.15,64.35,56.2,32.42,39.02,37.9,3.64,3.03,21.92
19-11-2019,32.84,43.85,64.35,55.69,32.42,39.02,37.61,3.51,3.22,20.87
20-11-2019,32.38,43.52,64.17,55.36,32.49,38.51,37.31,3.39,3.22,20.7
21-11-2019,32.03,43.23,63.79,55.19,32.62,38.35,37.31,3.22,3.19,20.16
22-11-2019,31.63,42.9,63.67,54.53,32.55,38.18,36.96,3.04,3.19,20.12
23-11-2019,31.23,42.61,63.48,54.36,32.62,38.01,36.89,3.42,3.22,20.69
24-11-2019,30.88,42.31,63.42,54.36,32.69,37.84,36.82,3.18,3.25,22.59
25-11-2019,30.42,42.02,62.98,54.36,32.55,37.67,36.55,3.08,3.19,27.15
26-11-2019,30.14,41.76,62.98,54.36,32.76,37.5,36.42,3.11,3.19,34.74
27-11-2019,29.68,41.36,63.29,54.2,33.39,37.34,36.3,3.86,3.55,50.07
28-11-2019,29.4,41.14,63.17,54.2,35.01,37.17,36.3,3.97,3.87,44.71
29-11-2019,29.06,40.85,63.23,53.86,35.15,36.83,36.23,3.97,3.69,43.9
30-11-2019,28.78,40.47,63.17,54.2,36.23,37.0,36.23,4.21,4.11,39.53
12-01-2019,28.67,40.22,63.04,54.2,36.23,36.83,35.8,4.28,4.64,34.51
12-02-2019,29.0,40.51,63.17,53.86,36.74,36.83,35.86,4.48,4.95,29.1
12-03-2019,29.4,40.59,62.92,53.7,37.03,36.49,35.8,4.3,4.6,23.81
12-04-2019,29.57,40.73,63.23,53.53,37.18,36.33,35.39,4.3,4.95,21.86
12-05-2019,30.14,41.03,63.29,53.37,37.77,36.16,35.18,4.21,5.26,23.3
12-06-2019,30.54,41.32,62.92,53.2,37.92,36.16,35.45,4.09,4.9,24.94
12-07-2019,30.88,41.36,62.67,53.04,38.07,36.16,35.26,3.86,4.22,23.7
12-08-2019,31.17,41.21,62.98,52.87,38.21,35.82,34.95,3.34,3.69,20.29
12-09-2019,31.34,40.96,62.54,52.54,38.21,35.82,35.03,3.56,3.38,19.86
12-10-2019,31.34,40.77,62.42,52.21,38.21,35.65,34.72,3.66,3.32,20.52
12-11-2019,31.28,40.59,62.04,52.05,38.14,35.65,34.43,3.86,3.51,20.99
12-12-2019,31.17,40.44,61.92,51.88,38.21,35.32,34.35,3.47,2.96,20.21
13-12-2019,31.0,40.22,61.92,51.72,38.36,35.32,34.21,2.99,2.46,19.89
14-12-2019,30.94,40.0,61.92,51.55,38.36,35.15,34.14,2.51,2.3,18.96
15-12-2019,30.88,39.78,61.73,51.23,38.36,34.98,33.72,2.84,2.6,18.55
16-12-2019,30.88,39.52,61.35,51.06,38.44,34.81,33.86,2.84,3.07,18.89
17-12-2019,30.71,39.3,60.98,50.74,38.51,34.98,33.66,2.68,2.92,19.28
18-12-2019,30.65,39.04,61.04,50.41,38.51,34.64,33.52,2.4,2.92,19.52
19-12-2019,30.54,38.82,60.85,50.25,38.59,34.48,33.46,2.58,2.85,20.12
20-12-2019,30.37,38.64,60.54,49.92,38.59,34.48,33.26,2.78,2.6,21.0
21-12-2019,30.03,38.42,60.79,49.59,38.59,34.31,33.07,3.22,2.16,21.74
22-12-2019,29.68,38.2,60.79,49.27,38.44,33.8,32.64,3.47,1.95,22.71
23-12-2019,29.51,37.94,60.6,48.62,38.51,33.8,32.64,3.66,1.72,24.04
24-12-2019,29.29,37.72,60.31,49.11,38.51,34.14,32.36,3.86,1.83,26.27
25-12-2019,29.57,37.72,60.31,48.62,38.89,33.97,32.41,3.86,2.07,22.13
